year,sex,member,covered,age,age_group,race,hisp,educ,citizen,state,weight
2012,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,MT,4122.4664
2012,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,NE,3263.2981
2012,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,NE,3755.7891
2012,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,NE,3056.1548
2012,Male,FALSE,FALSE,32,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NV,4687.7725
2012,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,NV,4766.7205
2012,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,NV,4253.6441
2012,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,2052.1924
2012,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,NH,1967.7196
2012,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,1979.2415
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,NH,1774.6238
2012,Female,FALSE,FALSE,70,55 and over,White,Non-Hispanic,Graduate degree,US native,NH,1918.8948
2012,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NH,1774.6238
2012,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Associate degree,US native,NH,1774.6238
2012,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Associate degree,US native,NH,1940.8079
2012,Female,FALSE,FALSE,22,16-24,White,Non-Hispanic,Associate degree,US native,NH,2326.4915
2012,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,NH,1940.8079
2012,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NH,1940.8079
2012,Female,FALSE,FALSE,52,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NJ,16571.367
2012,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",NJ,11953.865
2012,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NJ,12806.5771
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,13022.9726
2012,Female,FALSE,TRUE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NJ,11417.7108
2012,Female,FALSE,FALSE,36,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,14443.6575
2012,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NJ,11417.7108
2012,Female,TRUE,TRUE,43,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NY,10114.6664
2012,Female,TRUE,TRUE,48,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,18801.6191
2012,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, citizen",NY,9759.6784
2012,Female,TRUE,TRUE,59,55 and over,White,Hispanic,Graduate degree,US native,NY,12507.4165
2012,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,12912.9256
2012,Female,FALSE,FALSE,60,55 and over,Black,Non-Hispanic,Some college,US native,NY,14302.6625
2012,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Associate degree,US native,NY,11284.4562
2012,Female,TRUE,TRUE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,13811.3779
2012,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Some college,US native,NY,11326.3421
2012,Male,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NY,12980.4807
2012,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Completed high school,US native,NY,13889.8822
2012,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,11187.3869
2012,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Associate degree,US native,NY,11326.3421
2012,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NY,12704.0942
2012,Female,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Completed high school,US native,NY,14494.1478
2012,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,NC,12336.74
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,1344.5338
2012,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,1292.446
2012,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,1519.0409
2012,Female,FALSE,FALSE,36,25-54,Other,Non-Hispanic,Some college,US native,ND,1814.3228
2012,Female,FALSE,TRUE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,1292.446
2012,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,1444.6337
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,1385.4795
2012,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,1369.1576
2012,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,1306.6233
2012,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Associate degree,US native,OH,11145.1141
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,OH,11354.6907
2012,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,OH,13159.5864
2012,Female,FALSE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,13756.5736
2012,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Associate degree,US native,OH,13638.239
2012,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,OH,12711.6632
2012,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,12711.6632
2012,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,OH,12510.2657
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OH,10968.2021
2012,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Associate degree,US native,OH,13327.8644
2012,Female,FALSE,FALSE,26,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",OK,7858.9628
2012,Female,FALSE,FALSE,39,25-54,Black,Non-Hispanic,Associate degree,US native,OK,10067.9208
2012,Male,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OR,7794.2836
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,OR,6906.1436
2012,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",OR,8081.1007
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,8196.9482
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,7702.4357
2012,Female,FALSE,FALSE,68,55 and over,White,Non-Hispanic,Some college,US native,PA,14087.0928
2012,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,12922.6826
2012,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,12577.3311
2012,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Associate degree,US native,RI,1704.1778
2012,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,RI,1558.2062
2012,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,SC,10375.8184
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,8559.1981
2012,Male,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,11481.7664
2012,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,8072.0412
2012,Female,FALSE,FALSE,55,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,SC,7500.7811
2012,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,SD,1075.0357
2012,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,1542.1868
2012,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,1139.9153
2012,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,1715.0314
2012,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,1167.1709
2012,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,SD,1510.4257
2012,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,SD,1552.2093
2012,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Associate degree,US native,SD,1547.7218
2012,Female,FALSE,FALSE,76,55 and over,White,Non-Hispanic,Bachelor's degree,US native,SD,1752.3723
2012,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Associate degree,US native,TN,10262.6982
2012,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,13252.936
2012,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,10409.8202
2012,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,12959.0596
2012,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,TX,15910.8964
2012,Female,FALSE,FALSE,22,16-24,Black,Non-Hispanic,Bachelor's degree,US native,TX,18723.1616
2012,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,15478.0153
2012,Female,FALSE,FALSE,26,25-54,White,Hispanic,Bachelor's degree,US native,TX,13668.8765
2012,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,16271.1374
2012,Female,TRUE,TRUE,31,25-54,Black,Non-Hispanic,Some college,US native,TX,18387.8059
2012,Male,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,TX,15437.8517
2012,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,13094.4483
2012,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,TX,14197.8971
2012,Female,FALSE,FALSE,24,16-24,Black,Non-Hispanic,Associate degree,US native,TX,22745.0513
2012,Male,FALSE,FALSE,61,55 and over,White,Hispanic,Associate degree,US native,TX,16230.4986
2012,Female,FALSE,FALSE,33,25-54,White,Hispanic,Some college,US native,TX,11697.1203
2012,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,13456.707
2012,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Associate degree,US native,UT,6957.5665
2012,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,VT,1146.2717
2012,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Some college,US native,VT,1146.2717
2012,Female,TRUE,TRUE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,VT,1146.2717
2012,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Some college,US native,VT,1278.4392
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,1433.2053
2012,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Some college,US native,VT,1319.0856
2012,Female,FALSE,FALSE,63,55 and over,Asian,Non-Hispanic,Associate degree,"Foreign-born, citizen",VA,11195.6853
2012,Female,FALSE,FALSE,51,25-54,Black,Non-Hispanic,Bachelor's degree,US native,VA,14878.4769
2012,Female,TRUE,TRUE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,10966.7589
2012,Male,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,VA,11568.5668
2012,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Associate degree,US native,VA,11373.8227
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,11341.9901
2012,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,VA,11330.0462
2012,Female,FALSE,FALSE,29,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, non-citizen",VA,11172.7486
2012,Female,FALSE,TRUE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,WA,10502.2251
2012,Female,TRUE,TRUE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,WA,10334.3476
2012,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WA,9265.9636
2012,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,WA,10066.7083
2012,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,WV,4485.6185
2012,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,WV,4524.5387
2012,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,WV,5404.1209
2012,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,WV,4405.2923
2012,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Associate degree,US native,WV,4547.3471
2012,Male,FALSE,FALSE,30,25-54,White,Non-Hispanic,Graduate degree,US native,WI,9788.102
2012,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WI,6905.6297
2012,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Some college,US native,WI,7160.3651
2012,Female,FALSE,FALSE,34,25-54,White,Hispanic,Graduate degree,US native,WI,9592.4421
2012,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,WI,10317.3646
2012,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WI,7160.5276
2012,Female,TRUE,TRUE,53,25-54,White,Non-Hispanic,Associate degree,US native,WI,7702.0374
2012,Female,FALSE,FALSE,68,55 and over,White,Non-Hispanic,Graduate degree,US native,WI,8008.8267
2012,Female,TRUE,TRUE,47,25-54,White,Non-Hispanic,Associate degree,US native,WI,8167.2549
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WI,6905.7865
2012,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,WI,10042.7542
2012,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,WY,1381.7965
2012,Female,FALSE,FALSE,58,55 and over,Other,Non-Hispanic,Bachelor's degree,US native,WY,1234.3257
2012,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,WY,1389.6507
2012,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,9900.8937
2012,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,9646.1641
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,9491.3636
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,AL,9901.4032
2012,Female,TRUE,TRUE,32,25-54,White,Non-Hispanic,Associate degree,US native,AK,1494.5541
2012,Female,TRUE,TRUE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,1410.1198
2012,Male,TRUE,TRUE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,AK,1521.3438
2012,Male,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,1513.1236
2012,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Graduate degree,US native,AK,1292.7646
2012,Female,TRUE,TRUE,27,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",AK,1397.9852
2012,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,1373.7603
2012,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",AK,1566.648
2012,Male,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,AZ,13365.8975
2012,Male,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,AZ,14649.034
2012,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,AZ,13738.3134
2012,Female,TRUE,TRUE,41,25-54,White,Hispanic,Bachelor's degree,US native,AZ,13452.567
2012,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Associate degree,US native,AR,9173.867
2012,Female,TRUE,TRUE,42,25-54,Black,Non-Hispanic,Bachelor's degree,US native,AR,9852.394
2012,Female,TRUE,TRUE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,AR,5728.5761
2012,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,AR,9931.3676
2012,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Some college,US native,AR,7088.2027
2012,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,AR,6898.9515
2012,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,AR,7507.7162
2012,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,AR,5614.073
2012,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,AR,6709.9157
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,AR,8244.8076
2012,Female,FALSE,FALSE,48,25-54,Black,Non-Hispanic,Associate degree,US native,AR,6458.8393
2012,Female,FALSE,FALSE,38,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,10163.8848
2012,Female,FALSE,FALSE,25,25-54,White,Hispanic,Associate degree,US native,CA,11329.3053
2012,Female,FALSE,FALSE,34,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,CA,13572.0373
2012,Female,FALSE,FALSE,67,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,11349.8601
2012,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,11593.7236
2012,Female,FALSE,FALSE,32,25-54,White,Hispanic,Bachelor's degree,US native,CA,12177.7723
2012,Male,FALSE,FALSE,27,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,13785.9308
2012,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,13045.5457
2012,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,11538.3592
2012,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,CA,11404.4557
2012,Female,TRUE,TRUE,36,25-54,White,Hispanic,Bachelor's degree,US native,CA,9700.51
2012,Female,FALSE,FALSE,38,25-54,Asian,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",CA,10520.2518
2012,Female,FALSE,FALSE,42,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,6536.6708
2012,Male,FALSE,FALSE,25,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,CA,13318.9409
2012,Female,FALSE,FALSE,28,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",CA,9448.7153
2012,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,11001.1997
2012,Male,FALSE,FALSE,35,25-54,Asian,Non-Hispanic,Associate degree,"Foreign-born, citizen",CA,9922.9168
2012,Female,TRUE,TRUE,32,25-54,Asian,Non-Hispanic,Graduate degree,US native,CA,13486.0922
2012,Female,TRUE,TRUE,64,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,12794.1098
2012,Female,FALSE,FALSE,38,25-54,White,Hispanic,Bachelor's degree,US native,CA,9408.8827
2012,Female,FALSE,FALSE,36,25-54,White,Hispanic,Associate degree,US native,CA,8181.8115
2012,Female,TRUE,TRUE,43,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,8049.6921
2012,Male,TRUE,TRUE,42,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,10756.4448
2012,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,12147.6068
2012,Female,FALSE,FALSE,25,25-54,White,Hispanic,Associate degree,US native,CA,10690.0193
2012,Male,TRUE,TRUE,40,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,10421.2892
2012,Female,TRUE,TRUE,39,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,9926.6188
2012,Female,FALSE,FALSE,48,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,11521.3326
2012,Male,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,CA,10591.3906
2012,Female,FALSE,FALSE,68,55 and over,White,Non-Hispanic,Graduate degree,US native,CA,12239.1019
2012,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,CO,7478.7029
2012,Female,FALSE,FALSE,68,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CO,7114.7042
2012,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,CO,6575.9599
2012,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,4200.93
2012,Female,TRUE,TRUE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CT,4986.5674
2012,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,4796.6835
2012,Male,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CT,4775.6785
2012,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,1922.3271
2012,Male,FALSE,FALSE,42,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, citizen",DE,1737.0097
2012,Female,FALSE,FALSE,33,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, non-citizen",DE,1807.9519
2012,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Graduate degree,US native,DE,1509.3953
2012,Male,FALSE,FALSE,52,25-54,White,Non-Hispanic,Graduate degree,US native,DE,1906.6399
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,DE,1726.5958
2012,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,1726.5958
2012,Female,FALSE,FALSE,28,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,DC,1551.5817
2012,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,FL,15036.6618
2012,Female,FALSE,FALSE,46,25-54,White,Hispanic,Bachelor's degree,US native,FL,14797.3371
2012,Female,FALSE,FALSE,45,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",FL,13059.2904
2012,Female,FALSE,FALSE,58,55 and over,White,Hispanic,Associate degree,US native,FL,13060.9172
2012,Female,TRUE,TRUE,27,25-54,White,Hispanic,Bachelor's degree,US native,FL,11932.9314
2012,Female,FALSE,FALSE,56,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",FL,14287.7822
2012,Female,FALSE,FALSE,39,25-54,Black,Non-Hispanic,Associate degree,US native,FL,13409.8664
2012,Female,FALSE,FALSE,64,55 and over,White,Non-Hispanic,Graduate degree,US native,FL,15105.6362
2012,Male,FALSE,FALSE,34,25-54,White,Hispanic,Bachelor's degree,"Foreign-born, citizen",FL,13756.8666
2012,Female,FALSE,FALSE,52,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, citizen",FL,21735.3824
2012,Female,FALSE,FALSE,54,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",FL,21735.3824
2012,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,FL,12842.345
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,GA,12400.9339
2012,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,GA,13330.4605
2012,Female,FALSE,FALSE,52,25-54,Black,Non-Hispanic,Bachelor's degree,US native,GA,16244.4582
2012,Female,FALSE,FALSE,47,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,HI,2487.8032
2012,Male,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,HI,2497.8251
2012,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,ID,4410.9029
2012,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,ID,3868.5619
2012,Female,TRUE,TRUE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,11377.9768
2012,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Graduate degree,"Foreign-born, non-citizen",IL,13001.5812
2012,Female,FALSE,FALSE,63,55 and over,Black,Non-Hispanic,Associate degree,US native,IL,9379.8272
2012,Female,FALSE,FALSE,48,25-54,White,Hispanic,Associate degree,US native,IL,13084.0273
2012,Female,FALSE,FALSE,32,25-54,White,Hispanic,No high school,"Foreign-born, non-citizen",IL,13267.9638
2012,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,9771.4359
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Associate degree,US native,IL,11678.7777
2012,Female,FALSE,FALSE,24,16-24,Other,Non-Hispanic,Bachelor's degree,US native,IL,22240.8356
2012,Female,FALSE,FALSE,25,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",IL,12485.6367
2012,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,IN,10890.2885
2012,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,IN,11662.9573
2012,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,IN,10590.2132
2012,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,IN,11640.0356
2012,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Graduate degree,US native,IN,10666.9923
2012,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,IN,11277.9705
2012,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,5262.8656
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,IA,5396.7625
2012,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,IA,5755.8791
2012,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Associate degree,US native,IA,5272.953
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,IA,5396.7625
2012,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,KS,5143.9848
2012,Female,FALSE,FALSE,41,25-54,Other,Non-Hispanic,Associate degree,US native,KS,5854.1601
2012,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,KS,5983.4751
2012,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,KS,5773.0672
