year,sex,member,covered,age,age_group,race,hisp,educ,citizen,state,weight
2016,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,489.21324000000004
2011,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,MN,561.47695
2010,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,MN,514.77005
2009,Female,TRUE,TRUE,47,25-54,White,Non-Hispanic,Associate degree,US native,MN,622.4795
2015,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MN,1329.12431
2016,Female,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MN,1672.97628
2010,Female,TRUE,TRUE,48,25-54,White,Non-Hispanic,Associate degree,US native,MN,697.21938
2013,Female,FALSE,TRUE,63,55 and over,White,Non-Hispanic,Associate degree,US native,MN,788.20409
2010,Female,TRUE,TRUE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,MN,656.4331500000001
2010,Female,TRUE,TRUE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,163.79738
2013,Female,TRUE,TRUE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,164.36637000000002
2014,Female,TRUE,TRUE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,163.94756999999998
2012,Female,FALSE,FALSE,32,25-54,Black,Non-Hispanic,Bachelor's degree,US native,SC,825.76428
2013,Female,FALSE,FALSE,33,25-54,Black,Non-Hispanic,Bachelor's degree,US native,SC,1016.29319
2016,Female,FALSE,TRUE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,591.07814
2015,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,461.63557000000003
2016,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,688.41469
2015,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,527.04861
2012,Female,FALSE,FALSE,39,25-54,Black,Non-Hispanic,Associate degree,US native,OK,1006.7920799999999
2009,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,FL,1496.79222
2009,Female,FALSE,FALSE,43,25-54,Other,Non-Hispanic,Bachelor's degree,US native,NC,1374.82564
2014,Female,FALSE,FALSE,64,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NC,1229.00149
2010,Female,FALSE,FALSE,44,25-54,Other,Non-Hispanic,Bachelor's degree,US native,NC,1167.3835800000002
2017,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NC,1153.2242899999999
2010,Female,FALSE,TRUE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,1285.19628
2009,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,1697.0976999999998
2014,Female,TRUE,TRUE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,1013.22055
2009,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,1128.09414
2010,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Completed high school,US native,NC,1353.24965
2014,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,SD,192.61513
2015,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,1081.9706
2016,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,1014.7638499999999
2014,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,NC,1150.09442
2015,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Associate degree,US native,NC,986.5037500000001
2015,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,WV,283.63699
2016,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,WV,235.43802
2015,Male,FALSE,FALSE,56,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,GA,1068.62807
2016,Male,FALSE,FALSE,57,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,GA,1215.60574
2011,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OR,758.41032
2010,Female,FALSE,FALSE,64,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OR,800.6918800000001
2010,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,NC,1339.42509
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,NC,1288.26354
2017,Female,FALSE,FALSE,27,25-54,White,Hispanic,Graduate degree,US native,AZ,1312.39164
2009,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1387.3499100000001
2015,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,964.2893700000001
2016,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TN,914.9287
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,177.9989
2015,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,891.69181
2017,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,TN,1516.3429
2015,Male,FALSE,FALSE,25,25-54,White,Non-Hispanic,Associate degree,US native,TN,1118.92603
2013,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,VT,142.35266
2012,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Associate degree,US native,VT,170.03230000000002
2016,Male,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Bachelor's degree,US native,AZ,1245.21082
2015,Male,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Associate degree,US native,AZ,1324.78524
2017,Female,FALSE,FALSE,16,16-24,White,Non-Hispanic,Associate degree,US native,WV,262.49617
2010,Female,TRUE,TRUE,37,25-54,White,Non-Hispanic,Associate degree,US native,RI,149.94514999999998
2009,Female,TRUE,TRUE,36,25-54,White,Non-Hispanic,Associate degree,US native,RI,158.13771
2016,Male,FALSE,FALSE,45,25-54,White,Non-Hispanic,Graduate degree,US native,AR,497.60638
2016,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,957.05061
2017,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,977.7728800000001
2011,Female,FALSE,FALSE,45,25-54,Hawaiian/Pacific Islander,Non-Hispanic,Bachelor's degree,US native,SD,110.90131
2012,Female,FALSE,FALSE,46,25-54,Hawaiian/Pacific Islander,Non-Hispanic,Bachelor's degree,US native,SD,174.41166
2010,Male,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,207.67505
2009,Male,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,172.99018
2014,Female,TRUE,TRUE,69,55 and over,White,Non-Hispanic,Graduate degree,US native,OR,832.6329400000001
2014,Female,FALSE,FALSE,20,16-24,White,Hispanic,Associate degree,US native,SD,188.30397
2011,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,152.07288
2009,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,RI,199.88210999999998
2010,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,RI,218.56376
2011,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,RI,189.78212000000002
2012,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,RI,171.876
2010,Female,TRUE,TRUE,40,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",OR,734.47419
2012,Male,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OR,779.42836
2011,Female,TRUE,TRUE,42,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",OR,546.83879
2015,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,NY,1127.6186400000001
2014,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,NY,1103.24351
2015,Male,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NY,1217.30406
2014,Male,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NY,1318.62219
2017,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Associate degree,US native,WV,231.29236999999998
2012,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,187.92553
2017,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,137.07184
2013,Female,FALSE,FALSE,31,25-54,Asian,Non-Hispanic,Associate degree,US native,AZ,1314.0401
2016,Female,FALSE,FALSE,47,25-54,Black,Non-Hispanic,Associate degree,US native,TX,1750.90382
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Graduate degree,US native,RI,189.31885
2011,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,211.23290000000003
2010,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,176.65909
2009,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,167.07999
2013,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,SC,1020.45069
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,1025.55863
2012,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,1014.3071900000001
2011,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,778.63983
2009,Female,TRUE,TRUE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,733.0247400000001
2010,Female,TRUE,TRUE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,666.66067
2009,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,659.4701699999999
2010,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,743.16706
2014,Female,FALSE,FALSE,33,25-54,Other,Non-Hispanic,Bachelor's degree,US native,MD,657.1019100000001
2013,Female,FALSE,FALSE,32,25-54,Other,Non-Hispanic,Bachelor's degree,US native,MD,757.48913
2014,Female,FALSE,FALSE,66,55 and over,Black,Non-Hispanic,Graduate degree,"Foreign-born, citizen",NJ,1371.83962
2015,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1393.56439
2014,Female,TRUE,TRUE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1350.4583
2011,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Graduate degree,US native,RI,188.90301
2010,Female,FALSE,FALSE,39,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",MD,822.92603
2011,Female,FALSE,FALSE,40,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",MD,566.08653
2013,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Some college,US native,MD,745.0098399999999
2009,Female,TRUE,TRUE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,167.11162
2011,Female,TRUE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,208.40502999999998
2009,Female,FALSE,FALSE,37,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NJ,1145.29095
2009,Male,FALSE,FALSE,53,25-54,White,Non-Hispanic,Graduate degree,US native,SD,131.39314
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,SD,128.06742
2012,Male,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,MD,791.9411600000001
2013,Male,FALSE,FALSE,29,25-54,White,Non-Hispanic,Associate degree,US native,MD,659.11836
2015,Male,TRUE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,195.98751
2015,Female,TRUE,TRUE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,151.34425000000002
2013,Female,TRUE,TRUE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,782.2096899999999
2014,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CO,683.7778500000001
2012,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Associate degree,US native,CO,795.38488
2013,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,CO,717.8677399999999
2012,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1242.24607
2013,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1239.5962
2014,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,CO,721.51251
2013,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,CO,713.20184
2011,Female,FALSE,TRUE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CO,585.58422
2012,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CO,606.8976700000001
2013,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Graduate degree,US native,MD,804.98397
2010,Female,TRUE,TRUE,33,25-54,Black,Non-Hispanic,Graduate degree,US native,CA,1349.0499
2015,Female,TRUE,TRUE,53,25-54,White,Non-Hispanic,Associate degree,US native,CA,1017.2221999999999
2014,Female,TRUE,TRUE,51,25-54,White,Non-Hispanic,Associate degree,US native,CA,1197.9321400000001
2015,Male,TRUE,TRUE,38,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,1439.56879
2009,Female,FALSE,FALSE,31,25-54,Black,Non-Hispanic,Bachelor's degree,US native,NY,1202.7147
2013,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Associate degree,US native,CO,662.85694
2015,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,CO,1155.9841700000002
2013,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1153.60459
2012,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,931.28304
2011,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,950.80926
2010,Female,TRUE,TRUE,61,55 and over,White,Non-Hispanic,Some college,US native,PA,1070.03202
2009,Female,TRUE,TRUE,60,55 and over,White,Non-Hispanic,Some college,US native,PA,1245.35042
2012,Male,FALSE,FALSE,40,25-54,White,Non-Hispanic,Graduate degree,US native,FL,1466.01324
2013,Male,TRUE,TRUE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,1496.97749
2013,Male,TRUE,TRUE,50,25-54,White,Non-Hispanic,Graduate degree,US native,AK,157.73327
2013,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,NH,183.41479999999999
2009,Male,TRUE,TRUE,28,25-54,American Indian (Alaskan Native),Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1402.40707
2010,Male,TRUE,TRUE,29,25-54,American Indian (Alaskan Native),Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1232.83012
2009,Female,FALSE,FALSE,46,25-54,Black,Non-Hispanic,Bachelor's degree,US native,AR,899.54807
2011,Female,TRUE,TRUE,53,25-54,Black,Non-Hispanic,Graduate degree,US native,CA,1071.15658
2012,Female,TRUE,TRUE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,132.36869
2017,Female,TRUE,TRUE,61,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,1553.3139800000001
2016,Female,TRUE,TRUE,60,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,1611.21708
2010,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1216.21459
2011,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Associate degree,US native,RI,160.29344
2010,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,152.67977000000002
2017,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,AL,846.1076300000001
2016,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Associate degree,US native,AL,832.3895
2017,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,AL,614.24567
2016,Female,FALSE,TRUE,34,25-54,Black,Non-Hispanic,Some college,US native,NE,497.47518
2015,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Graduate degree,US native,LA,514.11299
2017,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Associate degree,US native,MS,482.4442
2017,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Graduate degree,US native,MS,435.04085
2016,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,419.43597
2017,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,402.02464
2017,Male,FALSE,FALSE,28,25-54,White,Hispanic,Bachelor's degree,US native,FL,1802.08842
2017,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,FL,1465.34988
2013,Male,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Graduate degree,US native,FL,1380.03732
2017,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,ND,175.40953
2015,Female,FALSE,FALSE,69,55 and over,White,Non-Hispanic,Graduate degree,US native,ND,160.11655000000002
2014,Female,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,141.08044999999998
2014,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,155.66172999999998
2011,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Graduate degree,US native,NE,451.11358
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Graduate degree,US native,NE,392.06513
2009,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,ND,165.97378
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,182.84922
2010,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,118.11733
2010,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,134.96516
2013,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,142.44317
2009,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Associate degree,US native,ND,111.19384
2016,Female,FALSE,FALSE,22,16-24,White,Non-Hispanic,Associate degree,US native,NH,268.83611
2012,Female,FALSE,FALSE,25,25-54,White,Hispanic,Associate degree,US native,CA,1069.00193
2011,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,MD,506.85132999999996
2013,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,617.91395
2012,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,628.15692
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,RI,194.13625
2016,Female,FALSE,FALSE,60,55 and over,White,Hispanic,Associate degree,US native,TX,1375.22612
2016,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,WV,209.02417999999997
2017,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,WV,231.89056
2012,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,TX,1534.42613
2013,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1578.00972
2011,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1837.4974300000001
2012,Female,FALSE,FALSE,68,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WV,448.59698
2010,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1710.33737
2011,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1411.57071
2014,Female,FALSE,FALSE,47,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,TX,1943.3499
2015,Female,FALSE,FALSE,48,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,TX,1643.18259
2016,Male,FALSE,TRUE,52,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, citizen",TX,1433.7389699999999
2017,Female,FALSE,FALSE,33,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",TX,1333.20565
2015,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TX,1388.77168
2017,Female,TRUE,TRUE,60,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",TX,1291.39221
2014,Female,FALSE,FALSE,28,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",TX,2185.5195400000002
2011,Female,FALSE,FALSE,29,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,CA,955.16975
2015,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1313.5593999999999
2010,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Associate degree,US native,WI,748.60481
2011,Female,TRUE,TRUE,60,55 and over,White,Non-Hispanic,Associate degree,US native,WI,809.58647
2016,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,HI,210.12748000000002
2015,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,HI,215.45725000000002
2017,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,ID,325.7536
2016,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,ID,260.73591999999996
2012,Female,TRUE,TRUE,49,25-54,White,Non-Hispanic,Graduate degree,US native,NY,1386.74876
2011,Female,TRUE,TRUE,49,25-54,White,Non-Hispanic,Graduate degree,US native,NY,1390.12989
2016,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Associate degree,US native,WY,124.79431
2011,Female,FALSE,FALSE,40,25-54,Black,Non-Hispanic,Associate degree,US native,CA,969.14565
2009,Female,FALSE,FALSE,43,25-54,American Indian (Alaskan Native),Non-Hispanic,Bachelor's degree,US native,AR,751.45413
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Associate degree,US native,NC,1304.90568
2011,Female,FALSE,TRUE,25,25-54,White,Non-Hispanic,Associate degree,US native,NC,1317.4080099999999
2012,Female,TRUE,TRUE,55,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,1828.20879
2013,Female,TRUE,TRUE,56,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,1316.0843399999999
2010,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,OK,595.77535
2013,Male,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,AZ,1312.98817
2016,Female,FALSE,FALSE,60,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,MS,514.82809
2009,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,157.14097999999998
2011,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,528.37595
2013,Female,FALSE,FALSE,27,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,1393.3641400000001
2014,Female,TRUE,TRUE,28,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,1325.46624
2014,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,WV,555.85091
2010,Female,FALSE,FALSE,27,25-54,Black,Non-Hispanic,Associate degree,US native,MD,778.2799600000001
2014,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1265.59376
2015,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1248.37815
2013,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,197.91072
2014,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,160.31157000000002
2011,Female,TRUE,TRUE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,654.23291
2011,Male,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,626.8253
2010,Female,TRUE,TRUE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,152.67977000000002
2012,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,MD,589.19358
2013,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,MD,735.35825
2010,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Associate degree,US native,WV,478.59608
2009,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,WV,490.50190000000003
2012,Female,TRUE,TRUE,52,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,1175.24568
2014,Female,FALSE,FALSE,59,55 and over,White,Hispanic,Associate degree,"Foreign-born, citizen",NJ,1430.02458
2010,Female,FALSE,FALSE,30,25-54,White,Hispanic,Bachelor's degree,US native,RI,143.18279
2014,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Graduate degree,US native,OH,1279.24893
2014,Female,FALSE,FALSE,80,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,165.51411000000002
2015,Female,FALSE,FALSE,85,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,192.06279999999998
2011,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,MD,690.10643
2012,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Associate degree,US native,MD,697.75189
2009,Female,FALSE,FALSE,42,25-54,Asian,Non-Hispanic,Some college,"Foreign-born, non-citizen",NJ,1225.21246
2010,Female,TRUE,TRUE,43,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NJ,1688.4904600000002
2010,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Completed high school,US native,WV,585.43535
2015,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Some college,US native,OH,1153.23539
2012,Female,FALSE,FALSE,53,25-54,Black,Non-Hispanic,Associate degree,US native,MD,853.0479600000001
2011,Male,FALSE,FALSE,50,25-54,Black,Non-Hispanic,Associate degree,US native,MD,792.4462900000001
2011,Female,FALSE,FALSE,52,25-54,Black,Non-Hispanic,Associate degree,US native,MD,947.94195
2012,Female,FALSE,FALSE,59,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,MD,923.44038
2010,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,NJ,882.3267599999999
2011,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,NJ,1190.1859200000001
2011,Male,FALSE,FALSE,44,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",MD,764.80152
2013,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Graduate degree,US native,NJ,1334.53116
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,NJ,1017.6391799999999
2011,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,175.07954999999998
2010,Female,TRUE,TRUE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,162.45013
